0.01	0
0.02	0
0.03	0
0.04	0
0.05	0
0.06	-3.49796e-234
0.07	-5.79071e-197
0.08	-3.6371e-172
0.09	-1.21551e-152
0.1	-2.20712e-136
0.11	-2.01941e-122
0.12	-3.40313e-110
0.13	-2.44095e-99
0.14	-1.32972e-89
0.15	-8.37151e-81
0.16	-8.34822e-73
0.17	-1.68175e-65
0.18	-8.29007e-59
0.19	-1.16602e-52
0.2	-5.30158e-47
0.21	-8.63221e-42
0.22	-5.47779e-37
0.23	-1.45328e-32
0.24	-1.70867e-28
0.25	-9.34202e-25
0.26	-2.47038e-21
0.27	-3.26004e-18
0.28	-2.19857e-15
0.29	-7.70137e-13
0.3	-1.41275e-10
0.31	-1.35552e-08
0.32	-6.71135e-07
0.33	-1.66091e-05
0.34	-0.000193023
0.35	-0.000934099
0.36	-0.00139394
0.37	0.000187297
0.38	0.000497703
0.39	0.000676316
0.4	0.000385864
0.41	0.000287473
0.42	-0.000318839
0.43	-9.13995e-05
0.44	-2.48573e-05
0.45	9.46971e-05
0.46	0.000101339
0.47	-1.02677e-05
0.48	8.28768e-06
0.49	0.000101851
0.5	8.60206e-05
0.51	1.37612e-05
0.52	-5.10643e-05
0.53	-5.45515e-05
0.54	0.000191935
0.55	0.000480948
0.56	0.000177512
0.57	-0.000180543
0.58	-0.000231235
0.59	-0.000330592
0.6	-0.00028206
0.61	2.71012e-05
0.62	0.000132834
0.63	0.000102873
0.64	1.93891e-05
0.65	-2.57612e-05
0.66	-3.28082e-05
0.67	-8.21416e-07
0.68	-4.2814e-05
0.69	1.78546e-05
0.7	9.94277e-05
0.71	0.00013171
0.72	9.75662e-05
0.73	-4.07974e-05
0.74	-0.000140234
0.75	-0.000144982
0.76	3.65935e-06
0.77	6.17256e-05
0.78	0.000198213
0.79	0.000333472
0.8	0.000271292
0.81	7.66892e-05
0.82	8.04758e-08
0.83	9.33806e-05
0.84	0.000149413
0.85	-0.000163349
0.86	-0.00033184
0.87	-0.000200385
0.88	-3.29761e-05
0.89	0.000170548
0.9	0.000282981
0.91	0.000151553
0.92	-4.34681e-05
0.93	-2.5551e-05
0.94	9.32713e-06
0.95	8.10446e-05
0.96	0.000148095
0.97	0.000147356
0.98	0.000167037
0.99	0.000214163
1	8.57634e-05
1.01	-3.59857e-05
1.02	-5.60806e-05
1.03	-3.13893e-05
1.04	-0.000133136
1.05	-0.00035506
1.06	-0.000260688
1.07	-0.00016509
1.08	-4.16742e-05
1.09	0.000110703
1.1	0.000184782
1.11	5.44948e-05
1.12	-5.70143e-05
1.13	-0.000116664
1.14	-4.01403e-05
1.15	9.01833e-06
1.16	-5.05642e-05
1.17	-0.000127763
1.18	-0.000118009
1.19	-6.65598e-05
1.2	0.000126135
1.21	0.000178066
1.22	6.05437e-05
1.23	5.56557e-06
1.24	0.000207091
1.25	0.000285031
1.26	0.000202725
1.27	5.77021e-05
1.28	-0.000185505
1.29	-0.00034397
1.3	-0.000227496
1.31	-5.27549e-05
1.32	3.4411e-05
1.33	9.14878e-05
1.34	5.58459e-05
1.35	-2.68623e-05
1.36	-6.61358e-05
1.37	-0.00012204
1.38	-0.000106567
1.39	-9.42363e-05
1.4	-5.11121e-05
1.41	-3.65586e-05
1.42	-9.3404e-05
1.43	-0.000245995
1.44	-0.000300954
1.45	-0.000221222
1.46	-0.000174628
1.47	-3.06869e-05
1.48	0.000234273
1.49	0.000407133
1.5	0.000357683
1.51	0.000190562
1.52	3.45105e-05
1.53	2.54745e-05
1.54	-3.63202e-05
1.55	-0.000133246
1.56	-0.000186602
1.57	-0.00023764
1.58	-0.000146527
1.59	8.22473e-05
1.6	0.000179712
1.61	0.00012192
1.62	7.66713e-05
1.63	7.4417e-06
1.64	-1.92811e-05
1.65	5.4694e-05
1.66	8.00832e-05
1.67	6.90474e-05
1.68	4.73623e-05
1.69	-3.99015e-05
1.7	-2.59849e-05
1.71	5.81045e-05
1.72	3.57373e-05
1.73	-1.52896e-05
1.74	-1.07125e-07
1.75	2.47135e-05
1.76	0.000114069
1.77	0.000141447
1.78	3.51604e-05
1.79	-2.63757e-05
1.8	6.53206e-07
1.81	-4.46993e-05
1.82	-7.38671e-05
1.83	-8.31284e-05
1.84	-0.000106562
1.85	-5.26709e-05
1.86	3.3314e-05
1.87	-4.21888e-05
1.88	-6.41311e-05
1.89	3.54692e-05
1.9	0.000111352
1.91	0.000147504
1.92	0.000153555
1.93	6.15209e-05
1.94	-1.32193e-05
1.95	-2.49623e-05
1.96	-1.10973e-05
1.97	-5.47409e-07
1.98	2.86472e-05
1.99	3.67851e-05
2	6.15479e-05
2.01	9.69866e-05
2.02	0.000138867
2.03	0.000154403
2.04	0.000150638
2.05	0.000135083
2.06	9.26073e-05
2.07	-7.71518e-06
2.08	-0.000137824
2.09	-0.00014424
2.1	-7.51982e-05
2.11	-5.02305e-05
2.12	-8.95153e-05
2.13	-0.000153755
2.14	-0.000226776
2.15	-0.000298736
2.16	-0.000241731
2.17	-8.9217e-05
2.18	6.44979e-05
2.19	0.000145305
2.2	0.000191416
2.21	0.000129491
2.22	4.21073e-05
2.23	-2.51487e-05
2.24	-8.94197e-05
2.25	-0.000133112
2.26	-0.000111224
2.27	-4.02059e-05
2.28	5.22863e-05
2.29	0.000124942
2.3	0.000125944
2.31	7.71527e-05
2.32	2.01529e-05
2.33	-1.21262e-05
